,Lat,Lng,City,temperature,humidity,cloudiness,windSpeed
392,-76.38262400983386,-88.99695622193785,punta arenas,274.15,80.0,90.0,5.7
393,35.86853793151056,142.32249537091047,hasaki,299.55,88.0,75.0,4.6
394,-0.3917832109208774,34.188821959299446,homa bay,293.071,86.0,0.0,4.51
395,-84.58966875175737,-160.402712691452,mataura,281.271,88.0,20.0,2.01
396,41.12855312467602,-155.32660523795624,kodiak,306.15,43.0,1.0,6.2
397,-7.01301225015969,89.13109292677854,padang,297.171,100.0,92.0,2.41
398,28.855179730158397,-167.02434383933314,kapaa,301.9,83.0,90.0,8.7
399,-77.72431138569524,150.33860143886005,hobart,283.15,81.0,90.0,3.6
400,76.94478357628344,-92.70334949776932,thompson,290.15,45.0,40.0,1.51
401,-56.77777098316191,-160.16834006932766,mataura,281.271,88.0,20.0,2.01
402,15.165161029130061,-44.22353812583688,cayenne,297.15,100.0,0.0,1.0
403,-4.8825489859882225,-129.3190650489079,atuona,299.671,99.0,0.0,8.71
404,72.75876952095263,76.56575255642457,dikson,277.571,100.0,88.0,7.01
405,7.577654849985933,112.997487333761,labuan,298.15,94.0,75.0,0.5
406,-82.27497693905192,111.10416967005125,albany,298.84,62.0,20.0,2.1
407,29.744044476944396,98.25987474267151,tezu,293.471,83.0,20.0,0.81
408,-5.07855478313796,-27.60381566193098,cabedelo,295.15,94.0,20.0,2.1
409,-70.08115070158493,112.03324643827915,albany,298.84,62.0,20.0,2.1
410,30.119152442147083,-82.28919819729921,lake city,300.01,17.0,40.0,2.1
411,0.5465571169196011,146.662919317886,lorengau,298.971,100.0,88.0,2.21
412,-81.31976742022002,-174.45482809125377,vaini,293.971,98.0,92.0,4.36
413,41.02940991147372,-77.66041955709376,lock haven,301.13,66.0,1.0,1.06
414,17.540859267341403,-170.52346208894764,kapaa,301.9,83.0,90.0,8.7
416,20.20355822233192,117.92547332077936,davila,301.15,88.0,20.0,2.1
417,-0.475674476045171,27.629250427682337,butembo,288.471,94.0,56.0,0.41
418,53.690575467387305,168.60725262366122,nikolskoye,290.15,93.0,0.0,4.0
419,-84.82435245861957,-71.56716486606426,ushuaia,274.15,64.0,0.0,2.6
420,-25.52940355931011,-48.79729140158656,antonina,285.89,100.0,75.0,2.6
421,79.39249626219603,131.99161377714967,tiksi,284.671,75.0,0.0,4.06
422,-76.0398662328295,-143.67877270303055,mataura,281.271,88.0,20.0,2.01
423,-69.99086816503427,92.13790472576773,busselton,287.171,100.0,92.0,4.46
424,69.5175690077636,102.4731711989827,khatanga,287.621,81.0,44.0,6.81
425,-23.250034974941286,-91.49451634112681,pisco,290.371,86.0,0.0,1.76
426,14.399958877447105,140.48836271486266,airai,294.621,74.0,0.0,0.76
427,-12.573391818064394,-121.12601953731169,rikitea,296.421,100.0,20.0,7.26
428,-15.655844885340315,149.01446415859027,cairns,300.15,57.0,75.0,3.1
429,20.97945869761496,-126.8806117572712,san quintin,301.15,88.0,20.0,2.1
430,8.041318165765887,-91.80928116096793,acajutla,300.871,76.0,48.0,1.21
431,88.79592220627771,106.7994529454117,khatanga,287.621,81.0,44.0,6.81
432,35.339739121580195,100.57269646118698,xining,287.021,87.0,56.0,0.31
433,-54.968081804790614,73.80779586983024,souillac,297.64,47.0,0.0,3.6
434,-64.92980279840458,72.2575244011939,saint-philippe,299.87,65.0,1.0,3.1
435,-31.552808813288713,-101.22045123332555,lebu,286.15,87.0,75.0,2.1
436,64.89283921772557,2.1302349862170047,raudeberg,286.15,71.0,92.0,3.1
437,-3.6446107983834963,128.87714678337005,amahai,298.621,100.0,92.0,4.21
438,-38.173132030695335,112.13957051990019,busselton,287.171,100.0,92.0,4.46
439,-13.995355772945103,41.12776786857873,nacala,295.921,100.0,0.0,0.91
440,-15.482677008339834,-166.12802736871205,alofi,295.15,78.0,100.0,3.1
441,5.754030276989141,145.28913163768232,lorengau,298.971,100.0,88.0,2.21
442,46.83880535000387,49.72105874720282,marfino,289.15,93.0,0.0,3.0
443,-53.64347947783876,-153.3220247612878,mataura,281.271,88.0,20.0,2.01
445,-56.28966414201314,102.40041881540367,busselton,287.171,100.0,92.0,4.46
446,-23.54220350210774,-166.3819243853537,alofi,295.15,78.0,100.0,3.1
447,-37.21865768298459,-0.9738138821577422,luderitz,284.221,93.0,0.0,6.01
448,-14.098706510009976,22.281842513976557,kalabo,285.521,52.0,0.0,1.26
449,-28.695170200559183,-28.841925658482666,sao joao da barra,296.221,99.0,8.0,4.21
450,10.793794612062399,77.39024801293817,periyapatti,294.971,88.0,12.0,3.71
451,-17.910963114061644,-104.25657294584795,puerto ayora,296.15,69.0,40.0,8.7
452,-89.5799862817423,-55.794913377713755,ushuaia,274.15,64.0,0.0,2.6
453,-54.31009757083164,93.65229951031552,busselton,287.171,100.0,92.0,4.46
454,-74.06559406857232,166.1861587899097,bluff,293.021,78.0,80.0,3.56
455,34.91196984806881,-141.83829799921878,fortuna,301.64,42.0,20.0,2.6
456,-47.809098395884455,-50.399387920989966,mar del plata,282.471,81.0,48.0,1.51
457,82.33544921783835,100.39452558015705,khatanga,287.621,81.0,44.0,6.81
458,44.04132965283847,175.54602726028645,nikolskoye,290.15,93.0,0.0,4.0
459,69.82334266218027,176.60922572979513,leningradskiy,275.671,98.0,76.0,3.31
460,-58.3877790271288,-136.86565024557888,rikitea,296.421,100.0,20.0,7.26
461,-56.94069816141546,-31.947768345090566,chuy,281.921,90.0,0.0,2.06
462,30.584694407145932,28.534616038731798,marsa matruh,294.571,91.0,0.0,2.36
463,-21.868197826596926,-135.52826086591733,rikitea,296.421,100.0,20.0,7.26
465,1.7068019088588215,-151.04913349283538,atuona,299.671,99.0,0.0,8.71
466,-29.335061282556445,-99.7101095205182,lebu,286.15,87.0,75.0,2.1
467,70.41866758796724,40.051170369603426,ostrovnoy,281.821,95.0,20.0,3.06
469,-35.18427791367965,119.33486546867198,albany,298.84,62.0,20.0,2.1
470,-54.927532894212646,88.65887727314004,busselton,287.171,100.0,92.0,4.46
471,46.36533774962163,106.99468477836496,mandalgovi,286.721,100.0,76.0,2.06
472,-52.254505835938616,-164.13649775613385,avarua,298.15,65.0,20.0,3.6
473,-26.966562335180043,179.7813053134305,russell,286.15,50.0,0.0,2.1
475,-1.0343611821695902,90.05102078824638,meulaboh,297.371,100.0,12.0,1.21
476,50.35274406341827,-140.57431001437948,sitka,309.221,29.0,12.0,7.36
477,47.64541430686572,179.09293750254335,nikolskoye,290.15,93.0,0.0,4.0
478,-80.02297530572966,-48.36273595405501,ushuaia,274.15,64.0,0.0,2.6
479,67.09351130257326,-151.27160924334845,college,288.84,93.0,90.0,3.6
480,-15.163119273351825,159.1458759745546,kirakira,300.271,100.0,36.0,7.06
481,-18.306773234031283,165.0124718337691,ouegoa,295.671,59.0,0.0,3.16
483,41.273787173892686,111.6019937275783,hohhot,295.15,88.0,40.0,2.0
484,87.49427188312845,30.953472249056233,berlevag,281.271,100.0,92.0,5.56
485,-40.110075978617814,127.5960748700843,esperance,300.15,78.0,20.0,3.1
486,-13.198390959227538,146.44833798486616,cairns,300.15,57.0,75.0,3.1
487,13.04607470774522,-109.92890840293728,san patricio,282.121,78.0,20.0,1.31
488,-13.529471146252916,154.3390443803425,samarai,298.871,99.0,56.0,6.56
489,-12.550003634840294,-16.285907667627583,georgetown,299.15,88.0,0.0,2.1
490,-88.29032000436173,-13.353775883257299,hermanus,282.921,85.0,24.0,4.06
491,-29.854946306703056,128.28859624332017,yulara,279.571,50.0,0.0,3.31
492,76.24790674718042,70.69082147138508,yar-sale,281.771,100.0,44.0,2.31
493,6.800922652980347,113.96926558505953,labuan,298.15,94.0,75.0,0.5
494,-70.74153873238348,-118.57806987135915,rikitea,296.421,100.0,20.0,7.26
495,-17.567453763607602,-23.76587894223769,georgetown,299.15,88.0,0.0,2.1
496,-37.07580808677695,39.10155823424205,margate,283.15,81.0,90.0,3.6
497,44.72370516882589,112.91480167826683,erenhot,293.021,96.0,68.0,5.61
498,87.92740634423913,149.47815524065453,chokurdakh,276.871,88.0,64.0,5.36
499,1.697809512280628,155.17172108388326,namatanai,299.171,100.0,88.0,2.01
500,9.08898936280562,140.7491885814992,airai,294.621,74.0,0.0,0.76
501,-80.70318859227648,94.17280484218219,albany,298.84,62.0,20.0,2.1
502,-65.13658000861975,30.601275771592384,port elizabeth,301.68,74.0,1.0,1.86
503,33.97278180069098,-46.743939834948605,torbay,285.15,100.0,90.0,6.2
504,-79.6681426985872,149.440131281106,hobart,283.15,81.0,90.0,3.6
505,27.121299290120618,27.223197291505414,matay,298.821,50.0,0.0,4.01
506,-39.11211700855828,148.39441036330908,lakes entrance,286.621,64.0,0.0,5.56
507,-44.292130063351905,129.05426637263707,port lincoln,283.971,100.0,44.0,11.26
508,-4.722618701472641,131.29798241377364,tual,299.121,100.0,44.0,4.46
509,-83.09740883147794,49.129883986076294,port alfred,284.721,100.0,0.0,2.81
510,37.00884189312495,-118.73684189679855,orange cove,309.39,13.0,1.0,5.7
511,-19.856746207901608,145.25615538198224,charters towers,294.021,95.0,8.0,2.21
512,-88.55821567530776,-147.97861964584465,mataura,281.271,88.0,20.0,2.01
513,13.46204118505743,155.74997780660271,kavieng,297.721,100.0,92.0,2.71
514,-46.32704468637078,-175.92388038246474,vaini,293.971,98.0,92.0,4.36
515,-47.94971768618871,-164.68538105869442,avarua,298.15,65.0,20.0,3.6
516,-78.93252254280569,21.122742987343145,bredasdorp,283.15,76.0,0.0,4.1
517,-31.912625849222152,178.9065707127637,ngunguru,287.071,100.0,12.0,2.31
518,74.54365609801752,-121.89389380256107,norman wells,295.15,53.0,90.0,4.1
519,61.61237771698694,-63.2090606066305,pangnirtung,279.271,91.0,92.0,10.51
520,-20.94845775825479,41.443924812144985,morondava,289.771,100.0,0.0,1.31
522,-30.823074088066228,-92.51878175954113,lebu,286.15,87.0,75.0,2.1
524,40.646133707897775,139.27567690195042,noshiro,294.43,82.0,75.0,4.1
526,-58.239648755941474,27.069848841362386,kruisfontein,283.821,94.0,0.0,3.56
527,-27.703581137258567,74.35317712785007,bambous virieux,293.15,60.0,20.0,4.1
528,53.65598477129029,136.8520127119367,imeni poliny osipenko,296.821,70.0,0.0,1.86
530,-14.857493131397632,36.446702855151756,cuamba,287.371,87.0,0.0,1.21
531,-45.6568815275683,-114.13314736832221,rikitea,296.421,100.0,20.0,7.26
532,4.113104226690012,101.67945216751457,raub,294.471,93.0,20.0,1.06
533,66.91815319322828,59.53145270183572,inta,279.071,88.0,80.0,1.66
534,-44.31364852823022,61.76376080319139,saint-philippe,299.87,65.0,1.0,3.1
535,-49.45619687419994,-10.09256849940212,cape town,285.15,87.0,20.0,5.7
536,-10.18363349351307,-76.1807541339225,ambo,284.871,96.0,92.0,1.16
537,-61.69676990244582,-123.49852291708726,rikitea,296.421,100.0,20.0,7.26
538,-19.351792854131986,-95.18251149590549,puerto ayora,296.15,69.0,40.0,8.7
539,-8.376537548897176,-21.206799574104565,georgetown,299.15,88.0,0.0,2.1
540,38.0900928063306,-126.66763751712881,fortuna,301.64,42.0,20.0,2.6
541,74.312027431757,-45.51472124336553,ilulissat,282.15,61.0,40.0,0.5
542,-29.909901614517345,-139.25654876289485,rikitea,296.421,100.0,20.0,7.26
544,12.558346120134004,12.341069859641465,maine-soroa,294.971,94.0,92.0,3.96
545,-42.78382119884393,32.77013324616209,port alfred,284.721,100.0,0.0,2.81
546,-0.7745507281768909,73.83484166373088,hithadhoo,298.771,100.0,20.0,3.41
547,39.985039142121394,15.645307784813127,lauria,289.871,100.0,0.0,0.96
548,-59.44692759387341,-31.452192108287136,mar del plata,282.471,81.0,48.0,1.51
549,-49.086449781445495,-148.59032579435748,mataura,281.271,88.0,20.0,2.01
550,-40.04022997021211,-114.57279389938066,rikitea,296.421,100.0,20.0,7.26
552,-82.30302734647955,-31.76529058190377,ushuaia,274.15,64.0,0.0,2.6
554,72.37994259625177,152.09691778586682,chokurdakh,276.871,88.0,64.0,5.36
555,34.97659187582312,106.78904680966156,pingliang,293.871,82.0,0.0,2.11
556,-10.658687148941468,47.33839875118133,dzaoudzi,295.15,88.0,0.0,1.5
557,-84.46655073745357,-134.5702398163799,rikitea,296.421,100.0,20.0,7.26
558,-23.910280642827658,115.04351149074557,carnarvon,268.221,73.0,0.0,1.21
559,62.904386097677246,-4.665643771057802,klaksvik,284.15,100.0,92.0,3.1
560,-53.57022637349362,128.52349238003296,mount gambier,281.371,100.0,76.0,3.11
561,40.05936184613847,-143.96181098158905,sitka,309.221,29.0,12.0,7.36
562,-23.077099106726266,-94.07809184064678,pisco,290.371,86.0,0.0,1.76
564,-65.68910124924703,43.83630614089489,port alfred,284.721,100.0,0.0,2.81
565,-27.20573307423536,87.08122922493908,carnarvon,268.221,73.0,0.0,1.21
566,39.40208444972012,112.44536512887555,yuanping,296.271,81.0,12.0,1.01
567,-75.44157766092124,-145.79765732193982,mataura,281.271,88.0,20.0,2.01
568,-69.78967404875156,98.24157274775644,albany,298.84,62.0,20.0,2.1
569,-29.423620682727524,146.97745064280997,moree,288.421,94.0,92.0,8.41
570,41.25174876350917,-159.5920580988549,kodiak,306.15,43.0,1.0,6.2
571,-78.55170493947222,153.9840618783437,bluff,293.021,78.0,80.0,3.56
572,62.78069476549766,-144.91462740590367,fairbanks,288.85,93.0,90.0,3.6
573,62.23973453602429,-163.52567966469198,bethel,287.15,93.0,90.0,9.8
575,74.88032225106386,115.50932439262965,saskylakh,287.171,71.0,0.0,6.11
576,43.38790592452645,120.33865924308725,beipiao,295.071,86.0,0.0,1.66
577,62.33333695072048,-66.80447028217732,iqaluit,278.15,86.0,90.0,6.2
578,4.22874641521922,-138.57217899422068,atuona,299.671,99.0,0.0,8.71
579,67.8087945425753,85.5185126140733,igarka,281.671,97.0,56.0,5.66
580,49.27514986180634,-159.53646538571687,kodiak,306.15,43.0,1.0,6.2
581,68.63828223543211,1.6776281240731237,raudeberg,286.15,71.0,92.0,3.1
582,-69.20684033078784,103.46851126970262,albany,298.84,62.0,20.0,2.1
583,-85.92248662333519,-56.654280690820315,ushuaia,274.15,64.0,0.0,2.6
584,-59.766147450087054,100.31778059631233,busselton,287.171,100.0,92.0,4.46
585,-85.5521255540533,103.80388942126189,albany,298.84,62.0,20.0,2.1
587,-30.572515599993842,61.96097215706237,souillac,297.64,47.0,0.0,3.6
588,-1.5851916761134106,-129.84693856089348,atuona,299.671,99.0,0.0,8.71
589,26.108333727081785,-154.43463041508832,kahului,302.16,55.0,40.0,11.3
590,-50.7847311906562,63.749251348366926,saint-philippe,299.87,65.0,1.0,3.1
591,88.31888703859465,125.66668594212564,tiksi,284.671,75.0,0.0,4.06
592,48.604044593283504,78.91366664603584,ayagoz,290.721,62.0,0.0,4.06
593,-8.642967935931466,167.53951636553205,lata,288.971,100.0,100.0,0.71
594,-57.21136715331789,82.0585987809726,busselton,287.171,100.0,92.0,4.46
595,15.900480851050247,10.051272914223489,tanout,297.671,81.0,12.0,5.21
596,1.8829720480344037,33.97798770757862,katakwi,288.671,92.0,0.0,1.16
597,-84.2434510470923,-101.8717107825813,punta arenas,274.15,80.0,90.0,5.7
598,-4.657197854806327,-97.22206120082879,puerto ayora,296.15,69.0,40.0,8.7
599,-87.81379113053065,84.46863459742104,busselton,287.171,100.0,92.0,4.46
600,-64.22122213277368,109.63241110528412,albany,298.84,62.0,20.0,2.1
601,-51.30730892955583,125.76722314629603,esperance,300.15,78.0,20.0,3.1
603,39.83423290633232,-118.34029102210155,fallon,300.15,34.0,90.0,4.01
604,18.342551651907073,165.13125678001774,butaritari,302.571,100.0,48.0,1.61
605,27.276918037093438,43.64258140443414,buraydah,308.15,17.0,0.0,5.1
606,-17.664299412217815,11.718816817311307,opuwo,284.821,57.0,0.0,1.51
607,-21.696895092130703,-31.713677529051296,caravelas,298.171,96.0,0.0,7.81
608,-6.657328089959265,148.0548339587271,finschhafen,297.321,90.0,80.0,1.41
609,21.02354487070032,-48.487605246461214,bathsheba,300.15,83.0,20.0,6.7
610,12.310951859790961,57.19913124999829,salalah,298.15,94.0,90.0,2.6
611,3.9393492342753262,126.5456298030465,sarangani,301.971,97.0,64.0,4.56
612,-54.79226227007268,83.25862604310004,busselton,287.171,100.0,92.0,4.46
614,-48.11190453631652,102.87459298020303,busselton,287.171,100.0,92.0,4.46
615,-53.1790656575755,-116.81512195285467,rikitea,296.421,100.0,20.0,7.26
616,-55.40485443454287,-16.851091188352598,jamestown,279.671,95.0,88.0,8.16
617,-10.043440433698478,114.55797426331941,denpasar,296.15,88.0,75.0,2.6
618,25.774270522553238,6.126366342042957,gat,301.15,83.0,92.0,2.1
619,70.98135078521364,-90.06332229441553,thompson,290.15,45.0,40.0,1.51
620,-7.8603572080378825,-18.213488092067905,georgetown,299.15,88.0,0.0,2.1
621,51.12179471558193,35.77346623509456,belaya,292.321,75.0,0.0,2.91
622,0.5354293083568962,-96.49672077589771,puerto ayora,296.15,69.0,40.0,8.7
623,42.381812678587465,-51.03758313437464,torbay,285.15,100.0,90.0,6.2
624,-87.05963689281143,-68.5442919427003,ushuaia,274.15,64.0,0.0,2.6
625,-10.661952889446681,-94.7452887639551,puerto ayora,296.15,69.0,40.0,8.7
626,-40.01069446304022,-90.38695272895507,ancud,282.821,97.0,100.0,2.51
627,49.028363900126976,-109.20719249972565,havre,297.15,41.0,75.0,6.7
628,5.6197928801155825,134.0673746263338,kloulklubed,302.15,79.0,75.0,5.1
629,88.50367068598206,173.12164955936538,pevek,280.771,93.0,0.0,1.06
630,-8.98076067644999,-98.02509037278926,puerto ayora,296.15,69.0,40.0,8.7
631,-56.93522327963911,-58.07517116945418,ushuaia,274.15,64.0,0.0,2.6
632,-69.71617166334616,31.404192794755858,port elizabeth,301.68,74.0,1.0,1.86
633,-4.513860220769246,53.14831789419736,victoria,298.15,94.0,75.0,0.5
634,-58.7494358695627,109.26275391684067,albany,298.84,62.0,20.0,2.1
636,-40.626462172238064,-78.10569615465585,ancud,282.821,97.0,100.0,2.51
638,-23.74197517504045,-114.13291582715522,rikitea,296.421,100.0,20.0,7.26
640,46.2719651911481,-106.85226806022426,miles city,299.15,39.0,1.0,2.1
641,-72.80242693412495,80.04426507374785,busselton,287.171,100.0,92.0,4.46
642,-13.294885461386954,-37.42969234065518,camacari,299.15,78.0,40.0,4.6
643,-17.556911461826772,137.89986802470418,mount isa,290.15,21.0,40.0,8.7
644,73.87741235311361,-106.86312094937333,yellowknife,287.15,87.0,90.0,1.0
645,-8.342734521036334,34.633728642356516,malangali,286.821,79.0,0.0,4.81
646,-21.972231969509465,59.069603066356535,mahebourg,293.15,60.0,20.0,4.1
647,-84.14446611700937,-71.06448028161992,ushuaia,274.15,64.0,0.0,2.6
648,-2.6910199183671324,17.236349319123917,nioki,297.621,75.0,48.0,1.51
649,-66.72142524537882,-161.29130994863894,mataura,281.271,88.0,20.0,2.01
650,-73.94979443701195,-120.1041297725968,rikitea,296.421,100.0,20.0,7.26
651,33.96596432322487,117.46548345995444,xuzhou,303.371,87.0,0.0,1.96
652,20.985253233333495,137.70653595250593,naze,294.671,99.0,80.0,2.01
653,-44.638341506159655,-6.016143499508871,saldanha,294.621,70.0,0.0,0.56
654,54.51294763984038,114.11498290738217,bagdarin,285.171,98.0,92.0,2.16
655,-80.209035637088,117.2503603001282,albany,298.84,62.0,20.0,2.1
656,59.19667610834557,-171.51259860695072,provideniya,282.15,81.0,90.0,5.0
657,-64.89779111371247,33.025401475296064,port elizabeth,301.68,74.0,1.0,1.86
658,35.52976373254343,10.243929915640763,masakin,301.221,30.0,36.0,2.96
659,1.8066652678043909,-149.98910897363402,atuona,299.671,99.0,0.0,8.71
660,4.785565077064291,-65.80041251232659,puerto ayacucho,299.15,88.0,75.0,1.26
661,-78.17286148294386,96.76717037460867,albany,298.84,62.0,20.0,2.1
662,41.091119286343854,-121.10320535303043,susanville,301.15,15.0,1.0,5.1
663,55.86131519953227,55.53673146767778,burayevo,289.421,86.0,8.0,2.51
664,-64.290038826802,16.143099619834032,bredasdorp,283.15,76.0,0.0,4.1
665,16.624530062818238,-53.09722523941629,bathsheba,300.15,83.0,20.0,6.7
666,-64.53935612735606,173.45902112410312,kaitangata,281.471,81.0,44.0,1.51
667,87.25812011155423,157.02943481782415,chokurdakh,276.871,88.0,64.0,5.36
668,-55.67610463344243,10.041312013665902,hermanus,282.921,85.0,24.0,4.06
669,-15.821566958581528,-118.33258305785554,rikitea,296.421,100.0,20.0,7.26
670,-44.19767056342684,85.4562658060708,busselton,287.171,100.0,92.0,4.46
671,33.36015020309196,-168.6590673750482,kapaa,301.9,83.0,90.0,8.7
672,-14.89978045644257,55.489023138240526,antalaha,294.121,96.0,64.0,3.46
673,14.513373479934558,101.40866435395725,pak chong,296.871,93.0,88.0,3.86
674,8.319956943750029,-23.05660822810509,praia,292.68,82.0,0.0,2.1
675,10.125372792356032,-45.15459410757833,cayenne,297.15,100.0,0.0,1.0
676,-56.90145156745094,38.154375919979174,port alfred,284.721,100.0,0.0,2.81
677,53.97805581578842,3.5867607559641215,den helder,291.5,77.0,0.0,2.6
678,46.55522548545045,-132.0300124281073,port hardy,291.15,72.0,75.0,4.6
681,19.700476815033554,-114.90050495920954,cabo san lucas,305.82,48.0,20.0,6.2
682,-65.09217357565184,117.58658236712773,albany,298.84,62.0,20.0,2.1
684,-82.18790658660608,52.12912070037555,port alfred,284.721,100.0,0.0,2.81
685,-68.76959501639983,36.87927814625374,port alfred,284.721,100.0,0.0,2.81
686,-44.72703966236968,-90.58444833943261,castro,282.021,99.0,92.0,1.66
687,50.167728488973665,130.63783019094382,talakan,295.071,77.0,20.0,1.66
688,62.28040281129921,62.80607122409617,agirish,278.021,89.0,32.0,1.21
689,-70.48661025995517,-6.935476197648768,cape town,285.15,87.0,20.0,5.7
690,-27.685245683380536,-165.82275642191433,avarua,298.15,65.0,20.0,3.6
691,-61.561182105705775,169.6313664093518,bluff,293.021,78.0,80.0,3.56
692,-79.76001964315438,-115.10276559270577,punta arenas,274.15,80.0,90.0,5.7
693,27.40835125195052,-147.0037768238019,hilo,300.02,65.0,90.0,4.1
694,-68.30909414320419,-50.62867337390696,ushuaia,274.15,64.0,0.0,2.6
695,-26.370999419783246,61.60728455265837,mahebourg,293.15,60.0,20.0,4.1
696,-13.442792010905237,3.506039214097086,namibe,291.571,98.0,0.0,5.51
697,-18.148552784652622,-37.6460979706593,caravelas,298.171,96.0,0.0,7.81
698,-25.59288461640604,-57.36178328408248,yaguaron,281.15,93.0,88.0,1.06
699,73.14204585181574,-80.54583302080883,qaanaaq,278.421,82.0,80.0,4.56
700,-41.33245301399339,-145.04532061271465,mataura,281.271,88.0,20.0,2.01
701,-58.276781747390785,174.12865435411595,kaitangata,281.471,81.0,44.0,1.51
702,15.019703571979193,-42.24350484656611,cayenne,297.15,100.0,0.0,1.0
703,-55.417157795035195,-178.66002834276267,vaini,293.971,98.0,92.0,4.36
704,-40.63150816535513,-29.946220497941198,arraial do cabo,293.871,99.0,56.0,3.46
705,33.125541865333844,99.60861725417783,xining,287.021,87.0,56.0,0.31
706,10.947444786275568,-36.42315564412726,sao filipe,298.571,98.0,92.0,2.56
707,-47.128388750263056,-40.12295044074884,chuy,281.921,90.0,0.0,2.06
708,-14.216075426403307,-70.18107356304719,macusani,282.521,100.0,92.0,1.06
709,16.42830124049722,-51.06196249157543,bathsheba,300.15,83.0,20.0,6.7
710,-55.48482534176996,-87.41944899563462,punta arenas,274.15,80.0,90.0,5.7
711,-39.07865964790795,-27.56217801864514,arraial do cabo,293.871,99.0,56.0,3.46
712,47.93156726695446,-161.3797322620228,bethel,287.15,93.0,90.0,9.8
713,-72.91181188318016,-176.8274210204214,vaini,293.971,98.0,92.0,4.36
714,73.26135507163136,-115.67627931629528,yellowknife,287.15,87.0,90.0,1.0
715,35.91478269390676,-35.23167481614496,ribeira grande,295.671,100.0,0.0,4.91
716,76.51037994181439,-110.35919087586888,yellowknife,287.15,87.0,90.0,1.0
717,-51.11667784223524,-72.9233061074922,punta arenas,274.15,80.0,90.0,5.7
718,53.391570462172155,82.57459583209186,shelabolikha,283.15,87.0,0.0,2.0
719,-11.928203005199194,-21.351382010915756,georgetown,299.15,88.0,0.0,2.1
720,-56.13604330281033,-68.4806943747229,ushuaia,274.15,64.0,0.0,2.6
721,-2.6852196109532684,-70.3474763313868,puerto narino,298.15,94.0,75.0,1.0
722,-63.77539051419728,-111.34401645272648,punta arenas,274.15,80.0,90.0,5.7
723,18.038430915923385,79.00174905346091,siddipet,295.621,89.0,92.0,6.66
724,-16.20453267659863,-162.85460348995696,avarua,298.15,65.0,20.0,3.6
725,17.8867586724309,162.4867640228403,butaritari,302.571,100.0,48.0,1.61
726,-87.55058487962462,-49.533359170066035,ushuaia,274.15,64.0,0.0,2.6
728,43.62023460833157,-61.49127547910177,port hawkesbury,292.15,100.0,90.0,2.1
729,-40.46386528931839,-165.6524785819263,avarua,298.15,65.0,20.0,3.6
730,-70.79663454942981,-10.709025786153717,cape town,285.15,87.0,20.0,5.7
731,-12.104622795244751,146.43883974608713,port moresby,301.15,100.0,40.0,5.1
732,38.76551880612644,-125.64496178022125,fortuna,301.64,42.0,20.0,2.6
733,-9.739948103539248,-86.65986277389547,sechura,294.671,80.0,0.0,5.96
734,-3.5309631714988825,-90.3157276643968,san cristobal,286.15,76.0,20.0,5.1
736,-88.69252202879505,-157.38509373247618,mataura,281.271,88.0,20.0,2.01
737,-24.897241867658195,-36.226262083342476,sao joao da barra,296.221,99.0,8.0,4.21
738,-20.97755338422779,-172.73169263651243,pangai,296.15,69.0,20.0,5.1
739,-33.58377812895092,84.68065550357704,bambous virieux,293.15,60.0,20.0,4.1
740,-41.745352675200365,-159.80859717310014,avarua,298.15,65.0,20.0,3.6
741,67.34697301985466,-49.71725447431186,qasigiannguit,282.15,61.0,40.0,0.5
742,-10.601167076365613,-127.26813659141672,atuona,299.671,99.0,0.0,8.71
743,27.39601905016653,-89.15282911991861,estelle,309.15,30.0,40.0,5.7
744,58.21813941756443,151.3061828124774,ola,290.15,88.0,90.0,4.0
745,28.739210297549675,48.01449474245496,bayan,288.071,100.0,24.0,2.41
746,66.82605184970748,-42.72489266868237,tasiilaq,280.621,95.0,12.0,0.86
747,6.023563297109263,171.37168963301167,butaritari,302.571,100.0,48.0,1.61
748,-49.07518412396901,-4.589410643719475,cape town,285.15,87.0,20.0,5.7
749,-72.17036435065845,3.273561697108363,hermanus,282.921,85.0,24.0,4.06
751,0.28237331060047666,30.727575176840446,kamwenge,287.171,87.0,0.0,0.86
753,33.89926641574807,13.196612124489661,tripoli,292.15,77.0,0.0,2.1
754,72.82414119650406,179.59638815636026,leningradskiy,275.671,98.0,76.0,3.31
755,-75.85149080273534,132.77311796339467,new norfolk,283.15,81.0,90.0,3.6
756,-23.68576474877024,-156.17275727450163,avarua,298.15,65.0,20.0,3.6
757,27.99119866915848,28.25103402782625,matay,298.821,50.0,0.0,4.01
758,-10.154389324877513,-37.72630891111103,carira,295.471,68.0,8.0,5.21
759,22.645615743499377,164.38641278982584,butaritari,302.571,100.0,48.0,1.61
760,-71.87024518563243,72.17588160363115,saint-philippe,299.87,65.0,1.0,3.1
761,-37.70540130694441,139.7957895029001,mount gambier,281.371,100.0,76.0,3.11
762,-62.46086916881977,-149.42191937572989,mataura,281.271,88.0,20.0,2.01
763,36.68658325166413,150.94370132446318,nemuro,287.15,82.0,75.0,2.1
764,39.59778422780505,-109.77257089758129,price,305.15,6.0,1.0,9.8
765,3.056037893699809,161.0112624472158,kieta,299.371,100.0,88.0,3.16
766,-7.264434353729683,43.188825497782375,kilindoni,297.771,100.0,0.0,3.06
767,16.38392698303916,154.1823971445599,kavieng,297.721,100.0,92.0,2.71
